[编写日期]
2020/09/07 19:24:35

[伺服单元类型]
SGD7S-7R6A10B202

[电机型号]
SGM7G-09A7C61

[波形跟踪数据文件]
<No File>

[波形跟踪数据]
,TRACE1,TRACE2,TRACE3,I/O1,I/O2,I/O3
时间,反馈速度,转矩指令,指令速度,/S-ON,/P-CON,Unsetting
[ms],[min-1],[%],[min-1],-,-,-
0.00000,-0.219727,-10.153503,-1.977539,0.000000,1.000000,0.000000
2.00000,0.000000,-10.332947,-1.977539,0.000000,1.000000,0.000000
4.00000,0.000000,-10.303040,-1.977539,0.000000,1.000000,0.000000
6.00000,-0.219727,-10.138550,-1.977539,0.000000,1.000000,0.000000
8.00000,0.000000,-10.288086,-1.977539,0.000000,1.000000,0.000000
10.00000,0.000000,-10.407715,-1.977539,0.000000,1.000000,0.000000
12.00000,-0.219727,-10.228271,-1.977539,0.000000,1.000000,0.000000
14.00000,-0.219727,-10.138550,-1.977539,0.000000,1.000000,0.000000
16.00000,0.000000,-10.362854,-1.977539,0.000000,1.000000,0.000000
18.00000,-0.219727,-10.288086,-1.977539,0.000000,1.000000,0.000000
20.00000,0.000000,-10.243225,-1.977539,0.000000,1.000000,0.000000
22.00000,0.000000,-10.332947,-1.977539,0.000000,1.000000,0.000000
24.00000,-0.219727,-10.317993,-1.977539,0.000000,1.000000,0.000000
26.00000,-0.219727,-10.198364,-1.977539,0.000000,1.000000,0.000000
28.00000,0.000000,-10.332947,-1.977539,0.000000,1.000000,0.000000
30.00000,0.000000,-10.377808,-1.977539,0.000000,1.000000,0.000000
32.00000,-0.219727,-10.303040,-1.977539,0.000000,1.000000,0.000000
34.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
36.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
38.00000,0.000000,-10.317993,-1.977539,0.000000,1.000000,0.000000
40.00000,0.000000,-10.347900,-1.977539,0.000000,1.000000,0.000000
42.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
44.00000,-0.219727,-10.183411,-1.977539,0.000000,1.000000,0.000000
46.00000,0.000000,-10.258179,-1.977539,0.000000,1.000000,0.000000
48.00000,-0.219727,-10.303040,-1.977539,0.000000,1.000000,0.000000
50.00000,-0.219727,-10.243225,-1.977539,0.000000,1.000000,0.000000
52.00000,0.000000,-10.288086,-1.977539,0.000000,1.000000,0.000000
54.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
56.00000,-0.219727,-10.168457,-1.977539,0.000000,1.000000,0.000000
58.00000,0.000000,-10.258179,-1.977539,0.000000,1.000000,0.000000
60.00000,0.000000,-10.362854,-1.977539,0.000000,1.000000,0.000000
62.00000,-0.219727,-10.243225,-1.977539,0.000000,1.000000,0.000000
64.00000,0.000000,-10.288086,-1.977539,0.000000,1.000000,0.000000
66.00000,0.000000,-10.228271,-1.977539,0.000000,1.000000,0.000000
68.00000,-0.219727,-10.228271,-1.977539,0.000000,1.000000,0.000000
70.00000,0.000000,-10.392761,-1.977539,0.000000,1.000000,0.000000
72.00000,-0.219727,-10.317993,-1.977539,0.000000,1.000000,0.000000
74.00000,-0.219727,-10.138550,-1.977539,0.000000,1.000000,0.000000
76.00000,0.000000,-10.377808,-1.977539,0.000000,1.000000,0.000000
78.00000,0.000000,-10.392761,-1.977539,0.000000,1.000000,0.000000
80.00000,-0.219727,-10.243225,-1.977539,0.000000,1.000000,0.000000
82.00000,0.000000,-10.303040,-1.977539,0.000000,1.000000,0.000000
84.00000,0.000000,-10.392761,-1.977539,0.000000,1.000000,0.000000
86.00000,-0.219727,-10.153503,-1.977539,0.000000,1.000000,0.000000
88.00000,-0.219727,-10.153503,-1.977539,0.000000,1.000000,0.000000
90.00000,0.000000,-10.422668,-1.977539,0.000000,1.000000,0.000000
92.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
94.00000,-0.219727,-10.123596,-1.977539,0.000000,1.000000,0.000000
96.00000,0.000000,-10.332947,-1.977539,0.000000,1.000000,0.000000
98.00000,-0.219727,-10.317993,-1.977539,0.000000,1.000000,0.000000
100.00000,-0.219727,-10.213318,-1.977539,0.000000,1.000000,0.000000
102.00000,0.000000,-10.243225,-1.977539,0.000000,1.000000,0.000000
104.00000,-0.219727,-10.288086,-1.977539,0.000000,1.000000,0.000000
106.00000,-0.219727,-10.183411,-1.977539,0.000000,1.000000,0.000000
108.00000,0.000000,-10.243225,-1.977539,0.000000,1.000000,0.000000
110.00000,0.000000,-10.317993,-1.977539,0.000000,1.000000,0.000000
112.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
114.00000,-0.219727,-10.228271,-1.977539,0.000000,1.000000,0.000000
116.00000,0.000000,-10.243225,-1.977539,0.000000,1.000000,0.000000
118.00000,-0.219727,-10.258179,-1.977539,0.000000,1.000000,0.000000
120.00000,0.000000,-10.258179,-1.977539,0.000000,1.000000,0.000000
122.00000,0.000000,-10.392761,-1.977539,0.000000,1.000000,0.000000
