[setting]
numbers=256
sampletime=0.1
ch1eable=1
ch1title=#1 # X Acc
ch1color=180,0,0
ch1lrsrc=1
ch2eable=1
ch2title=#1 Y Acc
ch2color=0,0,120
ch2lrsrc=2
ch3eable=1
ch3title=#1 Z Acc
ch3color=0,120,0
ch3lrsrc=3
ch4eable=1
ch4title=#1 Command Torque
ch4color=0,120,0
ch4lrsrc=4
ch5eable=1
ch5title=#1 Command Torque Diff
ch5color=0,0,0
ch5lrsrc=5
ch6eable=1
ch6title=#1 Feedback Velocity
ch6color=0,0,0
ch6lrsrc=6
[data]
-0.208,-0.347,0.871
-0.277,-0.359,0.894
-0.284,-0.150,0.859
0.057,-0.533,0.919
0.039,-0.524,0.860
0.013,-0.465,0.896
-0.072,-0.421,0.875
0.130,-0.555,0.829
0.410,-0.554,0.896
0.301,-0.556,0.868
0.212,-0.466,0.868
0.171,-0.468,0.847
0.264,-0.702,0.735
0.159,-0.522,0.840
0.197,-0.514,0.863
0.275,-0.539,0.716
0.287,-0.522,0.806
0.140,-0.531,0.848
-0.057,-0.656,0.831
0.000,-0.601,0.817
0.000,-0.601,0.816
0.000,-0.603,0.814
-0.000,-0.603,0.814
0.000,-0.601,0.814
0.000,-0.603,0.814
0.000,-0.603,0.814
0.000,-0.603,0.815
0.000,-0.603,0.813
-0.000,-0.603,0.814
0.000,-0.603,0.814
0.001,-0.601,0.765
-0.000,-0.602,0.818
-0.001,-0.599,0.819
-0.000,-0.603,0.815
-0.001,-0.604,0.812
-0.001,-0.603,0.813
-0.000,-0.604,0.814
0.000,-0.605,0.814
-0.000,-0.604,0.814
-0.001,-0.603,0.814
-0.001,-0.602,0.814
0.000,-0.603,0.813
-0.000,-0.603,0.815
-0.001,-0.602,0.814
-0.000,-0.603,0.814
-0.000,-0.602,0.814
0.000,-0.602,0.815
0.000,-0.601,0.815
-0.000,-0.602,0.814
-0.000,-0.602,0.814
-0.000,-0.603,0.814
-0.001,-0.604,0.814
-0.000,-0.604,0.814
-0.000,-0.604,0.814
-0.000,-0.604,0.814
-0.000,-0.604,0.813
-0.001,-0.604,0.814
-0.000,-0.604,0.813
-0.001,-0.604,0.813
-0.000,-0.604,0.815
-0.000,-0.603,0.813
-0.001,-0.604,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.814
0.000,-0.604,0.814
0.000,-0.603,0.815
-0.000,-0.604,0.814
0.000,-0.603,0.814
-0.000,-0.603,0.815
-0.001,-0.603,0.814
-0.000,-0.602,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.815
-0.000,-0.603,0.815
-0.000,-0.602,0.815
-0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.814
-0.000,-0.603,0.814
0.000,-0.603,0.815
-0.001,-0.603,0.813
-0.000,-0.603,0.814
0.000,-0.602,0.815
-0.001,-0.603,0.815
-0.000,-0.603,0.814
-0.000,-0.603,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.815
-0.000,-0.603,0.814
-0.000,-0.602,0.814
-0.001,-0.602,0.814
-0.001,-0.603,0.814
0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.815
-0.000,-0.603,0.815
-0.000,-0.603,0.815
-0.000,-0.603,0.815
-0.000,-0.602,0.815
-0.001,-0.603,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.815
-0.001,-0.603,0.814
-0.000,-0.603,0.814
-0.000,-0.603,0.815
-0.000,-0.603,0.814
-0.001,-0.603,0.815
0.000,-0.603,0.814
-0.000,-0.602,0.814
-0.001,-0.602,0.815
-0.000,-0.603,0.815
-0.001,-0.603,0.815
0.000,-0.603,0.814
-0.001,-0.603,0.814
0.000,-0.602,0.815
0.000,-0.602,0.815
-0.001,-0.603,0.815
-0.001,-0.604,0.815
-0.000,-0.603,0.814
-0.000,-0.604,0.815
-0.001,-0.604,0.815
0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.602,0.815
-0.000,-0.602,0.814
-0.000,-0.602,0.815
-0.000,-0.603,0.815
-0.000,-0.603,0.814
-0.000,-0.603,0.814
-0.001,-0.603,0.814
-0.000,-0.603,0.815
-0.001,-0.602,0.815
-0.000,-0.602,0.814
-0.001,-0.603,0.815
-0.001,-0.602,0.815
-0.000,-0.603,0.815
-0.001,-0.602,0.814
-0.001,-0.602,0.815
-0.000,-0.603,0.815
-0.000,-0.603,0.814
0.000,-0.602,0.814
-0.001,-0.603,0.815
-0.001,-0.602,0.815
-0.000,-0.603,0.815
-0.000,-0.603,0.814
